Name,Date,PoslednaCena,Max,Min,ProsecnaCena,%Prom,Kolicina,Promet,Vkupno
GIMS,01.9.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,31.8.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,30.8.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,29.8.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,25.8.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,24.8.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,23.8.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,22.8.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,21.8.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,18.8.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,17.8.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,16.8.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,15.8.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,14.8.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,11.8.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,10.8.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,09.8.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,08.8.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,07.8.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,04.8.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,03.8.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,01.8.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,31.7.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,28.7.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,27.7.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,26.7.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,25.7.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,24.7.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,21.7.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,20.7.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,19.7.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,18.7.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,17.7.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,14.7.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,13.7.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,12.7.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,11.7.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,10.7.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,07.7.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,06.7.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,05.7.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,04.7.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,03.7.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,30.6.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,29.6.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,28.6.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,27.6.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,26.6.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,23.6.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,22.6.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,21.6.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,20.6.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,19.6.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,16.6.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,15.6.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,14.6.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,13.6.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,12.6.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,09.6.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,08.6.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,07.6.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,06.6.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,05.6.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,01.6.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,31.5.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,30.5.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,29.5.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,26.5.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,25.5.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,23.5.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,22.5.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,19.5.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,18.5.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,17.5.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,16.5.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,15.5.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,12.5.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,11.5.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,10.5.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,09.5.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,08.5.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,05.5.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,04.5.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,03.5.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,02.5.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,28.4.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,27.4.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,26.4.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,25.4.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,24.4.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,20.4.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,19.4.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,18.4.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,13.4.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,12.4.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,11.4.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,10.4.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,07.4.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,06.4.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,05.4.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,04.4.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,03.4.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,31.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,30.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,29.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,28.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,27.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,24.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,23.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,22.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,21.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,20.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,17.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,16.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,15.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,14.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,13.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,10.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,09.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,10.0,92400.0,92400.0
GIMS,08.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,07.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,06.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,03.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,02.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,01.3.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,28.2.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,27.2.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,24.2.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,23.2.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,22.2.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,21.2.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,20.2.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,17.2.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,16.2.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,15.2.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,14.2.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,13.2.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,10.2.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,09.2.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,08.2.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,07.2.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,06.2.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,03.2.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,02.2.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,01.2.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,31.1.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,30.1.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,27.1.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,26.1.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,25.1.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,24.1.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,23.1.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,20.1.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,18.1.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,17.1.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,16.1.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,13.1.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,12.1.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,11.1.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,10.1.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,09.1.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,05.1.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,04.1.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,03.1.2023,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,29.12.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,28.12.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,27.12.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,26.12.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,23.12.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,22.12.2022,9240.0,9240.0,9240.0,9240.0,0.0,25.0,231000.0,231000.0
GIMS,21.12.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,20.12.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,19.12.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,16.12.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,15.12.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,14.12.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,13.12.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,12.12.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,09.12.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,07.12.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,06.12.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,05.12.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,02.12.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,01.12.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,30.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,29.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,28.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,25.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,24.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,23.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,22.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,21.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,18.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,17.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,16.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,15.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,14.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,11.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,10.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,09.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,08.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,07.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,04.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,03.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,02.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,01.11.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,31.10.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,28.10.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,27.10.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,26.10.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,25.10.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,21.10.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,20.10.2022,9240.0,9240.0,9240.0,9240.0,0.0,60.0,554400.0,554400.0
GIMS,19.10.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,18.10.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,17.10.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,14.10.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,13.10.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,12.10.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,10.10.2022,9240.0,9240.0,9240.0,9240.0,0.0,84.0,776160.0,776160.0
GIMS,07.10.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,06.10.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,05.10.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,04.10.2022,9240.0,9240.0,9240.0,9240.0,0.0,91.0,840840.0,840840.0
GIMS,03.10.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,30.9.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,29.9.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,28.9.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,27.9.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,26.9.2022,9240.0,9240.0,9240.0,9240.0,0.0,18.0,166320.0,166320.0
GIMS,23.9.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,22.9.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,21.9.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,20.9.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,19.9.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,16.9.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,15.9.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,14.9.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,13.9.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,12.9.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,09.9.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,07.9.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,06.9.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,05.9.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,02.9.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,01.9.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,31.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,30.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,29.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,26.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,25.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,24.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,23.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,22.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,19.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,18.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,17.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,16.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,29.0,267960.0,267960.0
GIMS,15.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,12.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,11.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,10.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,09.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,08.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,05.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,04.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,03.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,01.8.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,29.7.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,28.7.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,27.7.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,26.7.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,25.7.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,22.7.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,21.7.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,20.7.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,19.7.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,18.7.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,15.7.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,14.7.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,13.7.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,12.7.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,11.7.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,08.7.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,07.7.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,06.7.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,05.7.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,04.7.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,01.7.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
GIMS,30.6.2022,9240.0,9240.0,9240.0,9240.0,0.0,0.0,0.0,0.0
